Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,
ELOL4T01,OLMETAN 40H TABS 10'S,PCS,297,0,0,9,1,18.9540,"5,629.34",182.81,23.40,23.40,ELDER,,,
ELOL4T02,OLMETAN 40MG TAB 10'S,PCS,500,0,0,9,1,17.4150,"8,707.50",164.06,21.50,21.50,ELDER,,,
ELOLC401,OLMETAN CH 40 TABS 10's,PCS,100,0,0,9,1,23.4900,"2,349.00",196.88,29.00,29.00,ELDER,,,
ELOLED01,OLOP EYE DROPS 5 ML,PCS,1170,0,0,20,1,8.7857,"10,279.27",187.03,10.25,10.25,ELDER,,,
509664,OLSAN-20 TAB ALU 10X10,PCS,288,0,0,0,0,56.0000,"16,128.00",0.00,56.00,67.25,ARVINCARE,,,
LUOM1101,OMALUP 170ML 170ml,PCS,0,0,0,9,1,15.7500,0.00,105.19,17.50,15.75,LUPIN,,,
ELOM2C01,OMEC 20 CAPS 20's,PCS,22270,0,0,2484,216,10.3500,"230,494.50",60.18,12.50,12.50,ELDER,,IP109844,
ELOM4I01,OMEC 40 INJ VIAL,PCS,4797,0,0,0,0,11.2500,"53,966.25",57.75,11.25,11.00,ELDER,,IP109849,
ELOMDC01,OMEC D CAPS (20/10MG) 20'S,PCS,9685,0,0,1062,56,12.1826,"117,988.48",257.81,14.25,14.25,ELDER,,IP105352,
MIAT2224,OMEE LAX ORAL EMULSION (200ML) 200ML,PCS,0,0,0,0,0,25.7600,0.00,196.85,28.00,30.00,ALKEM(MAX),,,
MIAT2236,OMEE LAX PLUS ORAL EMULSION (2 200ML,PCS,576,0,0,0,0,34.0400,"19,607.04",220.30,37.00,37.00,ALKEM(MAX),,,
CASTPS32,OMEE LAX-L ORAL SOLUTION (200M 200ML,PCS,948,0,0,0,0,87.4000,"82,855.20",258.30,95.00,95.00,ALKEM(MAX),,,
ALOMML01,OMEE MPS LIQUID 170ML 170 ml,PCS,641,0,0,0,0,18.8600,"12,089.26",103.10,20.50,20.50,ALKEM(HC),,IP100405,
ALOMPI01,OMEE PENTA IV (VIAL) Vial,PCS,399,0,0,0,0,10.0280,"4,001.17",53.41,10.90,10.90,ALKEM(HC),,IP110072,
ALOMR201,OMEE RAN (2ML) 2 ml Amp,PCS,13890,0,0,0,0,2.5760,"35,780.64",6.55,2.80,2.80,ALKEM(HC),,IP111177,
ALOM1T01,OMEERAN 150 TABLETS (30'S) 30's,PCS,11753,0,0,0,0,17.6180,"207,064.35",50.60,19.15,19.15,ALKEM(HC),,IP111172,
ALOMS101,OMEERAN SYRUP (100ML) 100 ml,PCS,2593,0,0,0,0,23.4600,"60,831.78",158.40,25.50,25.50,ALKEM(HC),,IP111183,
ZZZZZ11798,OMEERAN SYRUP (60ML) 60 ML,PCS,944,0,0,0,0,15.6400,"14,764.16",94.65,17.00,17.00,ALKEM(HC),,,
0000302324,OMEGA 3 SUPER SG 10'S,PCS,460,0,0,0,0,25.6500,"11,799.00",295.50,28.50,28.50,ELDER,,,
OMOMBC01,OMEGA B COMPLEX TAB 50X10,PCS,5,0,120,0,0,125.0000,625.00,468.75,125.00,127.00,OMEGA,,,
ZEOMQC01,OMEGA Q10 CAP 10X10,PCS,0,0,0,0,0,243.5000,0.00,"1,209.38",243.50,0.00,ZEE,,,
ZZZZZ11897,OMEGA-3 CAP 75'CAP,PCS,0,0,0,0,0,168.0000,0.00,778.75,168.00,201.60,MEDICYES,,OMEGAMEDICYES,
ALOMN101,OMEPRAZ NOVO (15'S) 15's,PCS,-20,0,0,0,0,9.6600,-193.20,45.99,10.50,10.50,ALKEM(HC),,IP109844,
AKOMC201,OMESTAR CAP (ST) 20's,PCS,2380,0,0,0,0,11.6000,"27,608.00",60.27,11.60,13.90,AKUMENTIS,,,
AKOMD201,OMESTAR D (ST) 20's,PCS,1060,0,0,0,0,13.0000,"13,780.00",198.52,13.00,15.60,AKUMENTIS,,,
509655,OMETECH 20'S,PCS,260,0,0,0,0,15.8700,"4,126.20",60.26,17.25,17.25,CURETECH,,,
PROM4V01,OMETECH 40MG (OMEPRAZOLE) VIAL,PCS,13051,0,0,0,0,9.5974,"125,255.67",42.19,10.21,11.50,PROTECH,,IP109849,
509656,OMETECH D 20'S,PCS,480,0,0,0,0,17.2960,"8,302.08",113.43,18.80,18.80,CURETECH,,,
INOM1C01,OMEY 10 CAP 10's,PCS,150,0,0,0,0,2.3000,345.00,30.66,2.30,6.65,INTAS,,IP105352,
INOM1C02,OMEY 15 CAP 15's,PCS,1126,0,0,0,0,2.7000,"3,040.20",40.32,2.70,8.90,INTAS,,IP105352,
INOM2C01,OMEY 20 CAP (Combo) 20's,PCS,-142,0,0,0,0,14.2600,"-2,024.92",61.32,14.26,15.50,INTAS,,IP105352,
INOM1C03,OMEY-DM 10 CAP 10'S,PCS,210,0,0,0,0,7.8000,"1,638.00",130.78,7.80,15.50,INTAS,,,
INOMC201,OMEY-DM CAP 20'S,PCS,120,0,0,0,0,14.2600,"1,711.20",65.39,14.26,7.80,INTAS,,OMEY-DM CAP,
OSOM5M01,OMID 50 MG (OCTREOTIDE) 50MG,PCS,20,0,0,0,0,28.0000,560.00,354.00,28.00,33.75,OSCAR,,,
DAOMC201,OMIGERO CAP 20X20,PCS,0,0,0,0,0,168.0000,0.00,0.00,168.00,204.00,DANISH,,,
THOM2C01,OMIOLE 20 CAPS 20'S,PCS,2200,0,0,0,0,9.7500,"21,450.00",60.26,9.75,11.20,THEOGEN,,IP109844,
THOMC201,OMIOLE-D CAPS 20'S,PCS,3700,0,0,0,0,11.2500,"41,625.00",241.88,11.25,13.00,THEOGEN,,IP105352,
ABOM1T01,OMNATAX 1GM ( TP ) VIAL+WFI,PCS,762,0,0,0,0,21.6000,"16,459.20",42.67,24.00,24.00,ABBOTT,NITIN LIFESCIEN,IP102932,
ABOMO201,OMNATAX O 200MG TABLETS 10S 10 TAB,PCS,0,0,0,0,0,40.5000,0.00,104.43,45.00,45.00,ABBOTT,KLABS,IP102755,
KEOM2C01,OMNISYN 20 CAPSULE 20'S,PCS,441,0,0,0,0,14.3000,"6,306.30",60.27,14.30,14.30,KEMSYN,,IP109844,
KEOMC201,OMNISYN-D CAPSULE 20'S,PCS,325,0,0,0,0,15.0500,"4,891.25",198.52,15.05,15.05,KEMSYN,,IP105352,
CUOMM201,OMYROL 20GM,PCS,260,0,0,0,0,42.3200,"11,003.20",233.43,46.00,46.00,CURETECH,,,
MYOM2T01,OMZTRIS 20 TAB,PCS,-100,0,0,0,0,11.0000,"-1,100.00",58.13,11.00,13.30,MYLAN,,IP109844,
ZZZZZ11716,ONCO 8 TAB 10'S,PCS,0,0,0,0,0,4.2500,0.00,0.00,4.25,5.10,DR MOREPEN,,,
PRON2A01,ONDALINK 2ML (ONDANSETRON) AMP,PCS,6447,0,0,0,0,1.8800,"12,120.36",12.52,2.00,2.25,PROTECH,,IP109858,
PRON4A01,ONDALINK 4ML (ONDANSETRON) AMP,PCS,59,0,0,0,0,3.1960,188.56,25.03,3.40,3.80,PROTECH,,IP109870,
ALONIA01,ONDANAUS INJECTION (2ML AMPOUL 2ml,PCS,64853,0,0,0,0,2.4012,"155,725.02",12.73,2.61,2.75,ALKEM(HC),,IP109864,
ALONM401,ONDANAUS MD 4 10'S,PCS,11560,0,0,0,0,3.8640,"44,667.84",54.85,4.20,4.20,ALKEM(HC),,IP109870,
ALONS301,ONDANAUS SYRUP (30ML) 30ML,PCS,1461,0,0,0,0,10.2120,"14,919.73",40.23,11.10,11.10,ALKEM(HC),,IP109858,
HION2501,ONDANSETRON 2ML 50X2 ML,PCS,4,0,0,0,0,72.5000,290.00,585.94,72.50,90.00,HINDUSTAN,,,
JAON8M01,ONDANSETRON 8 MG TAB 10X10,PCS,0,0,0,0,0,50.0000,0.00,0.00,50.00,60.00,JACKSON,,IP109882,
VUONI201,ONDANSETRON INJ 2ML,PCS,0,0,0,0,0,3.0000,0.00,12.19,3.00,3.75,VULCAN,,,
MEONI301,ONDANSETRON IP 30 ML,PCS,20,0,0,0,0,13.3500,267.00,46.78,13.35,14.69,MERLIN,,,
ARONI401,ONDASETRON INJ.(SETRON) 4ML,PCS,8300,0,0,0,0,4.0000,"33,200.00",27.25,4.00,6.00,ARCO (INJ),,IP109864,
ZYONI201,ONDEE INJ 2 ML,PCS,1600,0,0,0,0,2.2000,"3,520.00",12.23,2.20,2.60,ZYDUS,,IP109858,
INON3301,ONDET 30ML 30ml,PCS,28,0,0,0,0,11.7500,329.00,40.24,11.75,11.75,INTAS,,IP109858,
INONI101,ONDET INJ. 10ML 10ml,PCS,80,0,0,0,0,8.9000,712.00,60.68,8.90,8.90,INTAS,,IP109867,
INONM101,ONDET MD 10 TAB (COMBO) 10's,PCS,3400,0,0,0,0,5.9000,"20,060.00",54.85,5.90,5.90,INTAS,,IP109870,
INONI201,ONDET-2 INJ. 2ML 2 ML,PCS,239629,0,0,0,0,2.2500,"539,165.25",12.72,2.25,2.40,INTAS,,IP109858,
INON1T01,ONDET-4 10 TAB 10's,PCS,420,0,0,0,0,5.5000,"2,310.00",54.85,5.50,5.50,INTAS,,IP109870,
INONI401,ONDET-4 INJ. 4ML 4ml,PCS,-6250,0,0,0,0,5.7000,"-35,625.00",25.45,5.70,5.70,INTAS,,IP109870,
INON1T02,ONDET-8 10 TAB 10's,PCS,-260,0,0,0,0,6.7000,"-1,742.00",101.46,6.70,6.70,INTAS,,IP109882,
MAON3V01,ONDI-MB 30ML VIAL 10X30 ML,PCS,5,0,0,0,0,91.4850,457.43,187.50,96.30,111.00,MARTIN,,IP109858,
MAONS301,ONDI-MB SY 30ML 30ML,PCS,-190,0,0,0,0,8.1320,"-1,545.08",39.68,8.56,9.90,MARTIN,,IP109858,
AKONI201,ONDMANTIL INJ 2ML,PCS,5300,0,0,0,0,2.3500,"12,455.00",12.52,2.35,2.55,AKUMENTIS,,,
AKONS301,ONDMANTIL SYRUP 30 ML,PCS,775,0,0,0,0,9.0000,"6,975.00",36.82,9.00,10.90,AKUMENTIS,,,
AKONT101,ONDMANTIL-MD TAB (AL) 10's,PCS,2440,0,0,0,0,4.2500,"10,370.00",53.63,4.25,5.10,AKUMENTIS,,,
AKON6T01,ONEMENTIN 625 TAB 10'S 10's,PCS,0,0,0,0,0,58.5000,0.00,192.05,58.50,63.00,AKUMENTIS,,,
ELOND301,ONET DROPS 30 ML,PCS,3344,0,0,11,1,8.0438,"26,898.47",39.38,9.75,9.75,ELDER,,IP109866,
ELOND302,ONET DROPS 30 ML,PCS,0,0,0,11,1,8.0438,0.00,39.38,9.75,9.75,ELDER,,IP109866,
ELONI201,ONET INJ (NEW) 2 ml,PCS,28919,0,0,0,0,1.7100,"49,451.49",12.72,1.90,2.00,ELDER,,IP109870,
ELONMT01,ONET MD TABS 10's,PCS,3157,0,0,0,0,4.0000,"12,628.00",53.81,4.00,4.50,ELDER,,IP109870,
ELONI101,ONLYCEF INJ 1GM,PCS,0,0,0,0,0,13.3500,0.00,65.49,13.35,14.90,ELDER(CHEM),,,
KEONI201,ONMOTRON INJ 2ML 2ML,PCS,2005,0,0,0,0,2.1400,"4,290.70",12.52,2.14,2.14,KEMSYN,,IP109867,
KEONMT01,ONMOTRON MD TABLET 10'S,PCS,1700,0,0,0,0,3.7700,"6,409.00",53.97,3.77,3.77,KEMSYN,,IP109870,
AROPED01,OPEL EYE DROP 5ML,PCS,0,0,0,0,0,7.5000,0.00,65.63,7.50,0.00,ARVINCARE,,OPEAR,
OSOPI101,OPRED-40 INJ 1 VAIL,PCS,35,0,0,0,0,15.0000,525.00,56.80,15.00,17.00,OSCAR,,,
OSOP1V01,OPRED-500 (METHYLPREDNISOLONE) 1 VIAL,PCS,9,0,0,0,0,90.0000,810.00,834.38,90.00,130.00,OSCAR,,,
MAOPA301,OPTIRION AMP 3ml,PCS,2760,0,0,0,0,3.8570,"10,645.32",21.09,4.06,4.70,MARTIN,,IP112421,
MAOPI501,OPTIRION INJ 50X3 ML,PCS,12.4,0,0,0,0,193.1350,"2,394.87","1,054.69",203.30,235.00,MARTIN,,IP112421,
CUORG101,ORACURE GEL 10GM,PCS,720,0,0,0,0,11.5000,"8,280.00",49.50,12.50,12.50,CURETECH,,,
CUORT101,ORACURE TAB. 10'S,PCS,2130,0,0,0,0,7.0840,"15,088.92",39.37,7.70,7.70,CURETECH,,,
CUOREM01,ORAL EASE MOUTHWASH 100ML,PCS,260,0,0,0,0,27.1400,"7,056.40",89.06,29.50,29.50,CURETECH,,,
509662,ORAL EASE TOOTHGEL 50GM,PCS,34,0,0,0,0,26.6800,907.12,68.51,29.00,29.00,CURETECH,,,
ELORO101,ORASIL OINT 10 GM,PCS,6,0,0,0,0,7.6500,45.90,58.13,8.50,8.50,ELDER,,,
ELORB101,ORDER BOOK (ELDER) 1,PCS,42,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ELDER,,,
ELOR2T01,ORIDOXIL 250 TABS 10'S,PCS,300,0,0,9,1,21.4650,"6,439.50",72.66,26.50,26.50,ELDER,,,
ELOR5T01,ORIDOXIL 500MG TABS 10'S,PCS,290,0,0,9,1,42.1200,"12,214.80",91.41,52.00,52.00,ELDER,,,
ZYOR1C01,Orlitac 120 Capsule 10'S,PCS,25,0,0,0,0,117.0000,"2,925.00",410.63,117.00,135.00,ZYDUS,,IP109891,
INORI101,ORNIZOLE IV 100ML,PCS,360,0,0,0,0,18.0200,"6,487.20",127.97,18.02,19.80,INTAS,,IP109902,
EMORS101,OROFER SYRUP 150 ML 150 ML,PCS,62,0,0,0,0,54.0000,"3,348.00",203.34,60.00,60.00,EMCURE,,,
DAOR2G01,ORS 21.8 GM 25X21.8 GM,PCS,1028.92,0,0,0,0,60.0000,"61,735.20",525.00,60.00,75.00,DANISH,,,
ELOREP01,ORS ELECTROLYTE POWDER 21.8GM,PCS,48950,0,0,0,0,2.9250,"143,178.75",22.65,3.25,3.50,ELDER,,IP113146,
INORI201,ORS INTAS 21.8GM (ORANGE) 21.8GM,PCS,325,0,0,0,0,3.7000,"1,202.50",21.16,3.70,3.70,INTAS,,IP113166,
CAORLF01,ORS LEMON FLAVOUR 21.8 GM 21.8 gm,PCS,6053,0,0,0,0,3.0000,"18,159.00",22.66,3.00,3.60,CADILA,,IP113134,
CAOROF01,ORS ORANGE FLAVOUR 21.8 GM 21.8 gm,PCS,7325,0,0,0,0,3.0000,"21,975.00",22.66,3.00,3.60,CADILA,,IP113134,
CAOROF02,ORS ORANGE FLAVOUR 21.8 GM 21.8gm,PCS,0,0,0,0,0,3.0000,0.00,22.66,3.00,3.45,CADILA,,IP113134,
MEOR4101,ORVICLO 400 10X10 TAB,PCS,0,0,0,0,0,240.0000,0.00,"1,425.00",240.00,300.00,MEGMA,,IP100208,
OSOSIV01,OS-DOXI INJ. VAIL,PCS,80,0,85,0,0,68.0000,"5,440.00",890.63,68.00,85.00,OSCAR,,,
OSOSE501,OSCOPET E/D 5ML,PCS,0,0,0,0,0,8.5000,0.00,0.00,8.50,10.25,OSCAR,,OSCOSCAR,
CASTPS46,OSELVIR DRY SUS 75ML 75ML,PCS,0,0,0,0,0,210.0000,0.00,590.63,210.00,260.00,JOHNLEE,,OSEJO,
OSOS5M01,OSIVIR 500 MG (ACYCLOVIR) 500MG,PCS,5772,0,0,0,0,15.0000,"86,580.00",554.87,15.00,20.00,OSCAR,,,
OSOSM201,OSIVIR-250 MG(ACICLOVIR) 250MG,PCS,0,0,0,0,0,16.0000,0.00,447.71,16.00,19.75,OSCAR,,,
OSOSI501,OSTIDE INJ 50 MG(OCTEROTIDE) 50MG,PCS,0,0,0,0,0,15.0000,0.00,525.00,15.00,20.00,OSCAR,,,
ELOTAN01,OTRIVEL ADULT NASAL SPRAY 10 ML,PCS,10575,0,0,20,1,10.2857,"108,771.28",107.80,12.00,12.50,ELDER,,IP109976,
ELOTPN01,OTRIVEL PAED NASAL SPRAY 10 ML,PCS,13082,0,0,20,1,10.2857,"134,557.53",98.44,12.00,12.50,ELDER,,IP113060,
ZEOX1M01,OXALIPLIT 100 MG inj Vial,PCS,0,0,0,0,0,425.0000,0.00,"4,592.00",425.00,490.00,ZEE,,IP109922,
ZEOXI501,OXALIPLIT-50MG INJ 50 MG,PCS,0,0,0,0,0,260.0000,0.00,"2,091.90",260.00,300.00,ZEE,,IP109923,
ELOX1T01,OXCARBAZEPINE 150MG TAB 1,PCS,0,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ELIKEM,,OXCEL,
ELOXT101,OXCARBAZEPINE TAB 150MG 10 TAB,PCS,0,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ELIKEM,,OXCEL,
ELOX3T01,OXCATOL 300 TABS 10's,PCS,710,0,0,9,1,39.6900,"28,179.90",300.00,49.00,49.00,ELDER,,IP109929,
ELOX1T02,OXEPINE 150 TAB 10'S,PCS,0,0,0,0,0,18.0000,0.00,75.00,0.00,22.50,ELIKEM,,,
ROOXS201,OXY SET (ADULT) 2 MTR PCS,PCS,80,0,0,0,0,17.9784,"1,438.27",257.81,18.16,21.00,ROMSONS,,,
ROOXS202,OXY SET (CHILD) 2 MTR PCS,PCS,100,0,0,0,0,17.9784,"1,797.84",257.81,18.16,21.00,ROMSONS,,,
CEOXS201,OXYCEL SYRUP 200 ML,PCS,-8,0,0,0,0,19.0000,-152.00,185.00,19.00,21.85,CELANTIS,,,
A00561,OXYCOSE 5 IU INJ (OXYTOCIN) 1 ML,PCS,0,0,0,0,0,2.8000,0.00,19.69,2.80,3.50,COSCURE,,OXYCO,
ZZZZZ11891,OXYMAC 10MIU 1ML,PCS,-30000,0,0,0,0,0.0000,0.00,0.00,5.55,6.50,MACIN,,,
A00018,OXYNESS NASAL SPRAY 10 ML 10 M 10ML,PCS,2320,0,0,0,0,11.5000,"26,680.00",109.80,12.50,14.50,CURETECH,,,
ELOX4S01,OXYRICH 40 SOFTGELS 15's,PCS,-1,0,0,9,1,23.8950,-23.90,210.00,29.50,29.50,ELDER,,,
ELOX9S01,OXYRICH 9G SOFT GELS 10's,PCS,209,0,0,9,1,23.8950,"4,994.06",450.00,29.50,29.50,ELDER,,,
MIOXXV01,OXYTOCIN (Napoxy) VIAL,PCS,500,0,0,0,0,4.6000,"2,300.00",17.81,4.60,5.50,MIRACALUS (NE),,,
JAOXI101,OXYTOCIN INJ 10 IU 50X1ML,PCS,0,0,0,0,0,425.0000,0.00,"2,109.38",425.00,500.00,JACKSON,,IP109997,
VIOXI501,OXYTOCIN INJ.1ML 50X1 ML,PCS,3,0,0,0,0,122.5000,367.50,0.00,122.50,150.00,VINDAS,,,
A00527,OZ NF SUSPN 30 ML,PCS,2160,0,0,10,1,11.4545,"24,741.72",127.03,14.00,14.00,ELDER,,,
ELOZS301,OZ SUSPN 30 ML,PCS,512,0,0,485,25,11.9700,"6,128.64",98.44,14.00,14.00,ELDER,,,
ELOZT101,OZ TABS 10's,PCS,8001,0,0,1914,102,12.8221,"102,589.62",177.19,15.00,16.00,ELDER,,IP109706,
ELOZ5T01,OZIM 5 TAB 20X10,PCS,0,0,0,0,0,60.0000,0.00,"1,031.25",60.00,75.00,ELIKEM,,,
ABOZC101,OZOLE CAPS 15 TAB,PCS,11369,0,0,0,0,11.1775,"127,077.00",45.82,13.15,13.25,ABBOTT,ACME FORMULATIO,IP109844,
ABOZC102,OZOLE-D CAPS 15 TAB,PCS,10853,0,0,0,0,12.0275,"130,534.46",190.87,14.15,14.25,ABBOTT,ACME FORMULATIO,IP105352,
AHPKT101,P-KALFIN TAB 1*15,TAB,33,0,0,0,0,46.0000,"1,518.00",150.00,46.00,55.50,ASKON HEALTHCARE,ASKON HEALTHCAR,,
AHPKT102,P-KALFIN TAB 15X2,PCS,-13,0,0,0,0,50.0000,-650.00,150.00,50.00,55.00,ASKON HEALTHCARE,,,
HIPP4I01,P-PANTO 40 INJ 1 VAIL,PCS,200,0,0,0,0,4.7500,950.00,0.00,4.75,6.00,HINDUSTAN,,IP110072,
PAPQ7T01,P-QUIN 7.5MG TAB(PRIMAQUINE) 50X10,PCS,-6,0,0,0,0,390.0000,"-2,340.00","2,500.00",390.00,470.00,PAAM,,,
ELPAT101,PAINFREE  TABS 10's,PCS,10800,0,0,19,1,2.9925,"32,319.00",45.00,3.50,3.50,ELDER,,,
ELPAMT01,PAINFREE MR TAB 10's,PCS,5760,0,0,0,0,6.3000,"36,288.00",126.56,7.00,7.00,ELDER,,IP103747,
ELPAO601,PAINFREE OIL 60 ML,PCS,11,0,0,0,0,31.5000,346.50,135.94,35.00,35.00,ELDER,,,
ZEPAC101,PALBREX-125 CAP 1X21 CAP,PCS,-10,0,0,0,0,"1,900.0000","-19,000.00","28,125.00","1,900.00","2,300.00",ZEE,,,
CBPAI101,PAM INJ 1 GM (CLOPAM) 1 AMP,PCS,0,0,0,0,0,85.0000,0.00,333.75,85.00,110.00,CBC,,,
ALPATT01,PAMAGIN TOTAL TAB 10'S,PCS,3944,0,0,0,0,8.0500,"31,749.20",76.85,8.75,8.75,ALKEM(MAX),,,
ARPA3I01,PAMIMAGE 300 (LOPAMIDOL INJ) 50ML,PCS,0,0,0,0,0,500.0000,0.00,900.00,500.00,0.00,ARCO (INJ),,IP107344,
ARPA3I02,PAMIMAGE 300(LOPAMIDOL INJ) 90ML,PCS,0,0,0,0,0,850.0000,0.00,"1,650.00",850.00,0.00,ARCO (INJ),,IP107344,
CASTPS37,PAMIMAGE 370(LOPAMIDOL INJ) 90ML,PCS,0,0,0,0,0,0.0000,0.00,"1,980.00",965.00,0.00,ARCO (INJ),,PAMAR,
ARPA5M01,PAMSAFE 500 MG INJ(2-PYRIDINE 5X20 ML,PCS,-218,0,0,0,0,95.0000,"-20,710.00","1,171.88",95.00,115.00,ARCO (INJ),,IP110373,
ELPA1C01,"PANCREON 10,000 CAPS 10'S",PCS,200,0,0,0,0,49.5000,"9,900.00",678.75,55.00,57.00,ELDER,,,
ELPA2C01,PANCREON 25000 CAPS 10'S,PCS,0,0,0,0,0,76.5000,0.00,984.38,85.00,85.00,ELDER,,,
JAPABI01,PANCURONIUM BROMIDE INJ 2 ML,PCS,4500,0,0,0,0,26.0000,"117,000.00",95.00,26.00,32.00,JACKSON,,IP110062,
KAPAA101,PANKAL-D 10'T,PCS,380,0,0,0,0,5.7000,"2,166.00",126.56,5.70,6.90,KALPRAJ,,,
EMPA4T01,PANSALVE 40 TABLET 10'S,PCS,1820,0,0,0,0,7.5488,"13,738.82",142.27,8.25,8.40,EMCURE,,,
EMPA4T02,PANSALVE 40 TABLET 15 T,PCS,220,0,0,0,0,8.2500,"1,815.00",142.27,8.25,12.90,EMCURE,,,
EMPADT01,PANSALVE D TAB 15's,PCS,4,0,0,0,0,14.5000,58.00,106.59,14.50,14.90,EMCURE,,,
EMPAII01,PANSALVE I.V. INJECTION VIAL,PCS,0,0,0,0,0,10.7500,0.00,52.97,10.75,11.25,EMCURE,,,
EMPAC101,PANSALVE-DSR CAPS 10'S,PCS,0,0,0,0,0,10.5525,0.00,169.41,13.40,13.40,EMCURE,,,
EMPAC102,PANSALVE-DSR CAPS 15's,PCS,100,0,0,0,0,16.5900,"1,659.00",231.23,16.59,19.50,EMCURE,,,
ELPA4T01,PANTA 40 TAB 10's,PCS,10948,0,0,15239,761,6.4290,"70,384.69",155.15,7.50,7.50,ELDER,,IP110072,
ELPADT01,PANTA D TABS 10's,PCS,9220,0,0,20,1,6.8571,"63,222.46",145.31,8.00,8.00,ELDER,,IP105355,
ELPADC01,PANTA DSR CAPS 10's,PCS,26927,0,0,19,1,10.2600,"276,271.02",191.71,12.00,12.00,ELDER,,IP105412,
ELPAI101,PANTA IV 1 VIAL,PCS,198746,0,0,0,0,6.8400,"1,359,422.64",53.89,7.60,8.00,ELDER,,IP110072,
PAPA4M01,PANTABIZ 40 MG INJ VIAL,PCS,7,0,0,0,0,6.1500,43.05,52.97,6.15,7.10,PARK,,,
PAPAIV01,PANTABIZ-40 INJ (BULK) Vial,PCS,0,0,0,0,0,4.9000,0.00,52.97,4.90,5.70,PARK,,,
PAPAT201,PANTABIZ-40 TABLETS 20X10 10'S,PCS,1499,0,0,0,0,4.7500,"7,120.25",154.69,4.75,5.70,PARK,,,
ELPADC02,PANTACOP DSR CAPS 10'S,PCS,-360,0,0,23,1,9.4875,"-3,415.50",171.80,11.00,11.00,ELDER,,,
ELPAO101,PANTADERM + OINT 15 GM,PCS,475,0,0,0,0,7.2000,"3,420.00",110.25,8.00,8.00,ELDER,,,
KEPA4T01,PANTAHIT 40 TABLET 10'S,PCS,-440,0,0,0,0,6.6900,"-2,943.60",142.25,6.69,6.69,KEMSYN,,IP110072,
KEPA4T02,PANTAHIT 40 TABLET 15S 15's,PCS,180,0,0,0,0,10.5400,"1,897.20",213.38,10.54,10.54,KEMSYN,,IP110072,
KEPADC01,PANTAHIT DSR CAPSULE 10's,PCS,4082,0,0,0,0,10.4100,"42,493.62",163.13,10.41,10.41,KEMSYN,,IP105412,
KEPAI101,PANTAHIT IV 10ml,PCS,1018,0,0,0,0,7.5800,"7,716.44",52.97,7.58,7.58,KEMSYN,,IP110072,
KEPAT101,PANTAHIT-D TABLET 10's,PCS,241,0,0,0,0,9.2200,"2,222.02",161.25,9.22,9.22,KEMSYN,,IP105355,
509657,PANTANESS 40 10'S,PCS,1260,0,0,0,0,8.2800,"10,432.80",79.68,9.00,9.00,CURETECH,,,
509658,PANTANESS D 10'S,PCS,800,0,0,0,0,9.0620,"7,249.60",84.37,9.85,9.85,CURETECH,,,
CUPAD101,PANTANESS DSR 10'S,PCS,1420,0,0,0,0,12.6960,"18,028.32",94.87,13.80,13.80,CURETECH,,,
CUPA4T01,PANTAPRAZOLE 40 TAB 100X10,PCS,0,0,0,0,0,470.0000,0.00,0.00,470.00,560.00,CURE,,,
INPAD101,PANTAQUICK DSR 10 CAP 10's,PCS,-2506,0,0,0,0,12.3700,"-30,999.22",150.94,12.37,13.75,INTAS,,IP105412,
INPA4101,PANTAQUIK 40  15 TAB 15's,PCS,180,0,0,0,0,10.2300,"1,841.40",191.25,10.23,12.45,INTAS,,IP110072,
INPAD102,PANTAQUIK D 15 TAB 15's,PCS,920,0,0,0,0,10.8200,"9,954.40",175.78,10.82,14.80,INTAS,,IP105355,
ZYPALI01,Pantodac-IV Lyophilised Inject 1 VIAL,PCS,1160,0,0,0,0,12.0000,"13,920.00",52.97,12.00,13.80,ZYDUS,,IP110072,
KAPAIT01,PANTOKAL-40 IP TAB 10'S,PCS,12508,0,0,0,0,4.5000,"56,286.00",0.00,4.50,5.50,KALPRAJ,,,
MIPAI401,PANTOMIRA INJ 40 MG 1 VIAL,PCS,0,0,0,0,0,3.0000,0.00,51.91,3.00,3.75,MIRACALUS (EXP),,,
MAPAT201,PANTOPRAZOLE-40 TAB(PROTONIX) 20X10,TAB,2040,0,0,0,0,96.0432,"195,928.13",83.44,117.70,120.00,MARTIN,,IP110072,
ABPA4T01,PANTOPRYM 40 TAB 10 TAB,PCS,470,0,0,0,0,9.7750,"4,594.25",142.47,11.50,11.75,ABBOTT,AKUMS,IP110072,
ABPA4I01,PANTOPRYM 40MG INJECTION INJ,PCS,-1550,0,0,0,0,11.2200,"-17,391.00",53.89,12.75,12.75,ABBOTT,AQUA,IP110072,
ABPADC01,PANTOPRYM DSR CAPS 10 TAB,PCS,127,0,0,0,0,11.5500,"1,466.85",132.42,21.00,21.25,ABBOTT,HETRO,IP105412,
MYPA4I01,PANTOSAW 40MG ING 1,PCS,0,0,0,0,0,9.1000,0.00,52.97,9.10,10.70,MYLAN,,IP110072,
